Id,cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,target
1332,f,s,n,t,p,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g,p
1333,f,f,g,f,n,f,w,b,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g,e
1334,f,s,w,f,n,f,w,b,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,e
1335,x,f,n,t,n,f,c,b,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,e
1336,x,s,n,f,n,f,w,b,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g,e
1337,x,f,e,t,n,f,c,b,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,e
1338,x,y,y,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,e
1339,f,f,w,f,n,f,w,b,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,e
1340,x,s,w,f,n,f,w,b,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,e
1341,f,f,n,f,n,f,w,b,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,e
1342,f,s,w,t,p,f,c,n,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u,p
1343,f,f,g,t,n,f,c,b,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,e
1344,f,s,w,f,n,f,w,b,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,e
1345,f,f,w,f,n,f,w,b,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,e
1346,f,y,n,t,p,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,n,v,g,p
1347,x,s,w,f,n,f,w,b,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,e
1348,x,f,n,t,n,f,c,b,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,e
1349,x,y,g,t,n,f,c,b,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,e
1350,x,y,g,t,n,f,c,b,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,e
1351,f,s,n,f,n,f,w,b,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,e
1352,f,s,w,f,n,f,w,b,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,e
1353,f,s,n,f,n,f,w,b,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,e
1354,x,s,n,f,n,f,w,b,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,e
1355,f,f,w,f,n,f,w,b,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,e
1356,x,f,n,f,n,f,w,b,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,e
1357,f,f,w,f,n,f,w,b,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,e
1358,f,f,n,f,n,f,w,b,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,e
1359,f,s,w,f,n,f,w,b,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,e
1360,f,f,n,f,n,f,w,b,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,e
1361,f,y,n,t,p,f,c,n,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,p
1362,f,f,w,f,n,f,w,b,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,e
1363,f,s,w,f,n,f,w,b,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,e
1364,x,f,n,f,n,f,w,b,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,e
1365,f,f,w,f,n,f,w,b,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,e
1366,x,f,g,f,n,f,w,b,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,e
1367,f,s,n,f,n,f,w,b,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,e
1368,x,f,g,t,n,f,c,b,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,e
1369,f,f,w,f,n,f,w,b,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,e
1370,f,f,n,f,n,f,w,b,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,e
1371,x,s,n,f,n,f,w,b,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,e
1372,x,f,w,f,n,f,w,b,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,e
1373,b,s,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,e
1374,x,y,n,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,p
1375,f,s,n,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,k,v,g,p
1376,f,f,w,f,n,f,w,b,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g,e
1377,f,f,n,f,n,f,w,b,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,e
1378,f,y,n,t,p,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g,p
1379,f,f,n,f,n,f,w,b,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,e
1380,x,s,w,t,p,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,p
1381,f,s,n,f,n,f,w,b,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,e
1382,f,y,w,t,p,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,p
1383,f,s,n,f,n,f,w,b,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g,e
1384,f,s,g,f,n,f,w,b,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,e
1385,x,f,g,f,n,f,w,b,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,e
1386,f,f,n,f,n,f,w,b,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,e
1387,x,f,g,t,n,f,c,b,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,e
1388,x,f,n,t,n,f,c,b,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,e
1389,x,f,n,f,n,f,w,b,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,e
1390,x,f,g,t,n,f,c,b,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,e
1391,x,s,w,f,n,f,w,b,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,e
1392,f,s,w,f,n,f,w,b,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,e
1393,x,s,w,f,n,f,w,b,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,e
1394,f,f,g,f,n,f,w,b,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g,e
1395,x,f,n,t,n,f,c,b,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,e
1396,x,s,w,f,n,f,w,b,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,e
1397,x,s,n,f,n,f,w,b,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,e
1398,f,s,g,f,n,f,w,b,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,e
1399,f,y,w,t,p,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,n,s,g,p
1400,f,s,n,f,n,f,w,b,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g,e
1401,f,y,y,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g,e
1402,x,f,g,t,n,f,c,b,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,e
1403,f,s,g,f,n,f,w,b,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,e
1404,x,s,g,f,n,f,w,b,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,e
1405,f,y,w,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,p
1406,x,s,w,f,n,f,w,b,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,e
1407,x,s,w,f,n,f,w,b,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,e
1408,f,s,g,f,n,f,w,b,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,e
1409,f,s,n,f,n,f,w,b,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,e
1410,x,f,n,f,n,f,w,b,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,e
1411,f,s,n,f,n,f,w,b,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,e
1412,f,s,n,f,n,f,w,b,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,e
1413,x,f,w,f,n,f,w,b,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,e
1414,f,f,w,f,n,f,w,b,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g,e
1415,f,f,n,f,n,f,w,b,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,e
1416,x,y,w,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,e
1417,x,s,n,f,n,f,w,b,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g,e
1418,x,s,g,f,n,f,w,b,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,e
1419,f,s,w,f,n,f,w,b,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,e
1420,x,s,w,t,p,f,c,n,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u,p
1421,x,s,w,f,n,f,w,b,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,e
1422,x,f,n,t,n,f,c,b,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,e
1423,f,f,g,f,n,f,w,b,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,e
1424,x,s,g,f,n,f,w,b,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,e
1425,f,f,n,f,n,f,w,b,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,e
1426,f,s,n,f,n,f,w,b,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,e
1427,x,s,g,f,n,f,w,b,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,e
1428,f,y,n,t,l,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p,e
1429,f,y,n,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,p
1430,x,s,n,f,n,f,w,b,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,e
1431,x,f,n,t,n,f,c,b,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,e
1432,f,y,w,t,p,f,c,n,n,w,e,e,s,s,w,w,p,w,o,p,k,s,g,p
1433,x,s,w,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,p
1434,f,s,n,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,p
1435,x,f,n,t,n,f,c,b,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,e
1436,b,y,w,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,e
1437,f,y,w,t,p,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g,p
1438,f,f,w,f,n,f,w,b,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,e
1439,x,s,w,f,n,f,w,b,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,e
1440,x,f,n,t,n,f,c,b,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,e
1441,x,s,n,f,n,f,w,b,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,e
1442,f,f,n,f,n,f,w,b,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,e
1443,f,f,n,f,n,f,w,b,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,e
1444,f,y,n,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,p
1445,f,y,w,t,p,f,c,n,n,w,e,e,s,s,w,w,p,w,o,p,k,v,g,p
1446,x,s,n,f,n,f,w,b,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,e
1447,f,f,g,f,n,f,w,b,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,e
1448,x,f,n,t,n,f,c,b,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d,e
1449,f,s,g,f,n,f,w,b,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,e
1450,f,f,n,f,n,f,w,b,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,e
1451,f,s,n,t,p,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,p
1452,x,f,n,f,n,f,w,b,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,e
1453,f,y,n,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,v,g,p
1454,x,s,g,f,n,f,w,b,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,e
1455,f,f,w,f,n,f,w,b,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,e
1456,x,s,w,f,n,f,w,b,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,e
1457,x,f,n,t,n,f,c,b,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,e
1458,x,s,n,f,n,f,w,b,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,e
1459,f,s,w,t,p,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u,p
1460,x,f,n,t,n,f,c,b,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,e
1461,x,s,w,f,n,f,w,b,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,e
1462,f,s,w,f,n,f,w,b,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,e
1463,x,s,w,t,a,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,e
1464,x,f,n,f,n,f,w,b,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,e
1465,x,y,g,t,n,f,c,b,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,e
1466,x,f,n,t,n,f,c,b,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d,e
1467,x,s,y,t,a,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,e
1468,f,f,g,f,n,f,w,b,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,e
1469,x,s,n,f,n,f,w,b,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,e
1470,x,y,e,t,n,f,c,b,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,e
1471,f,s,g,f,n,f,w,b,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,e
1472,f,s,w,t,p,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,p
1473,f,f,w,f,n,f,w,b,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,e
1474,x,f,g,f,n,f,w,b,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,e
1475,f,f,n,f,n,f,w,b,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,e
1476,f,s,n,f,n,f,w,b,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,e
1477,x,f,w,f,n,f,w,b,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,e
1478,f,y,w,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,p
1479,x,f,w,f,n,f,w,b,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,e
1480,f,s,n,f,n,f,w,b,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,e
1481,x,s,n,f,n,f,w,b,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,e
1482,x,f,g,f,n,f,w,b,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,e
1483,x,s,n,f,n,f,w,b,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,e
1484,f,y,y,t,l,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,e
1485,x,y,n,t,p,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,p
1486,x,f,w,f,n,f,w,b,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,e
1487,f,s,w,f,n,f,w,b,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,e
1488,x,s,n,f,n,f,w,b,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,e
1489,f,y,n,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g,p
1490,f,f,g,f,n,f,w,b,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,e
1491,f,s,w,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,p
1492,f,s,n,f,n,f,w,b,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,e
1493,x,s,g,f,n,f,w,b,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,e
1494,x,f,g,f,n,f,w,b,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,e
1495,f,f,n,f,n,f,w,b,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,e
1496,f,s,g,f,n,f,w,b,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,e
1497,x,s,w,f,n,f,w,b,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,e
1498,x,f,n,f,n,f,w,b,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,e
1499,x,f,g,f,n,f,w,b,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,e
1500,f,f,n,f,n,f,w,b,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,e
1501,b,y,y,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,e
1502,f,f,g,f,n,f,w,b,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,e
1503,x,f,g,f,n,f,w,b,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,e
1504,f,f,w,f,n,f,w,b,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,e
1505,x,f,n,t,n,f,c,b,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,e
1506,f,s,n,t,p,f,c,n,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u,p
1507,x,f,n,t,n,f,c,b,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,e
1508,x,f,n,f,n,f,w,b,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,e
1509,x,f,n,t,n,f,c,b,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,e
1510,x,f,w,f,n,f,w,b,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,e
1511,f,s,g,f,n,f,w,b,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,e
1512,f,s,n,f,n,f,w,b,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,e
1513,x,y,y,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,e
1514,x,f,w,t,a,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,e
1515,f,f,g,f,n,f,w,b,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,e
1516,f,f,n,f,n,f,w,b,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,e
1517,f,f,n,f,n,f,w,b,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,e
1518,b,y,y,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,e
1519,x,f,n,f,n,f,w,b,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,e
1520,x,y,w,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,e
1521,f,s,w,f,n,f,w,b,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,e
1522,x,s,w,f,n,f,w,b,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,e
1523,x,f,n,f,n,f,w,b,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,e
1524,x,s,n,f,n,f,w,b,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,e
1525,x,s,n,f,n,f,w,b,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,e
1526,x,y,n,t,n,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,e
1527,f,s,g,f,n,f,w,b,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,e
1528,x,y,y,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,e
1529,x,s,w,f,n,f,w,b,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,e
1530,f,y,w,t,p,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,k,s,u,p
1531,f,s,w,f,n,f,w,b,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,e
1532,f,s,w,t,p,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u,p
1533,f,s,g,f,n,f,w,b,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,e
1534,f,f,g,f,n,f,w,b,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,e
1535,x,s,w,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g,p
1536,x,s,g,f,n,f,w,b,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,e
1537,x,s,w,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,p
1538,x,s,g,f,n,f,w,b,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,e
1539,f,s,w,f,n,f,w,b,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,e
1540,f,y,w,t,p,f,c,n,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g,p
1541,x,f,w,f,n,f,w,b,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,e
1542,x,s,n,f,n,f,w,b,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,e
1543,x,f,w,f,n,f,w,b,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,e
1544,x,f,w,f,n,f,w,b,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,e
1545,x,y,e,t,n,f,c,b,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,e
1546,f,s,n,t,p,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u,p
1547,f,f,g,f,n,f,w,b,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,e
1548,x,y,y,t,a,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g,e
1549,x,f,n,f,n,f,w,b,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,e
1550,f,f,n,f,n,f,w,b,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,e
1551,b,s,w,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,e
1552,f,s,g,f,n,f,w,b,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,e
1553,f,f,w,f,n,f,w,b,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,e
1554,f,f,n,f,n,f,w,b,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,e
1555,f,s,n,t,p,f,c,n,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u,p
1556,x,s,n,f,n,f,w,b,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,e
1557,b,y,y,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,e
1558,f,s,g,f,n,f,w,b,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g,e
1559,f,s,n,f,n,f,w,b,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,e
1560,x,f,g,f,n,f,w,b,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,e
1561,f,s,g,f,n,f,w,b,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,e
1562,x,f,n,f,n,f,w,b,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,e
1563,x,f,n,t,n,f,c,b,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,e
1564,b,y,w,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,e
1565,x,f,g,t,n,f,c,b,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,e
1566,f,y,n,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,p
1567,x,s,w,f,n,f,w,b,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,e
1568,f,s,n,t,p,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,p
1569,f,s,n,f,n,f,w,b,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,e
1570,f,f,n,f,n,f,w,b,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,e
1571,x,f,w,f,n,f,w,b,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,e
1572,x,f,n,f,n,f,w,b,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,e
1573,f,s,n,f,n,f,w,b,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,e
1574,x,s,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,e
1575,f,s,w,f,n,f,w,b,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,e
1576,x,s,w,f,n,f,w,b,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,e
1577,x,y,n,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,k,v,g,p
1578,f,f,g,f,n,f,w,b,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,e
1579,f,y,n,t,p,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g,p
1580,f,f,w,f,n,f,w,b,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,e
1581,x,f,n,t,n,f,c,b,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d,e
1582,x,f,g,f,n,f,w,b,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g,e
1583,f,s,n,t,p,f,c,n,n,w,e,e,s,s,w,w,p,w,o,p,n,v,u,p
1584,f,s,g,f,n,f,w,b,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,e
1585,x,s,w,t,p,f,c,n,n,w,e,e,s,s,w,w,p,w,o,p,n,v,u,p
1586,x,f,n,t,n,f,c,b,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,e
1587,x,f,n,f,n,f,w,b,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g,e
1588,x,y,y,t,a,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p,e
1589,f,f,w,f,n,f,w,b,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,e
1590,f,s,w,f,n,f,w,b,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g,e
1591,x,f,g,f,n,f,w,b,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,e
1592,f,f,g,f,n,f,w,b,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,e
1593,f,f,w,f,n,f,w,b,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,e
1594,x,f,g,f,n,f,w,b,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,e
1595,f,f,g,f,n,f,w,b,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,e
1596,x,f,g,t,n,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e
1597,x,s,g,f,n,f,w,b,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,e
1598,f,s,g,f,n,f,w,b,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,e
1599,x,y,n,t,l,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g,e
1600,x,y,g,t,n,f,c,b,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,e
1601,f,s,g,f,n,f,w,b,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,e
1602,f,f,w,f,n,f,w,b,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,e
