Id,cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
2556,x,y,e,t,n,f,c,b,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d
2557,f,f,n,t,n,f,c,b,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d
2558,x,y,g,t,n,f,c,b,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d
2559,x,y,n,t,n,f,c,b,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d
2560,x,f,w,f,c,f,c,n,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d
2561,f,f,n,t,n,f,c,b,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d
2562,x,y,e,t,n,f,c,b,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d
2563,x,y,n,t,n,f,c,b,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d
2564,f,f,g,t,n,f,c,b,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d
2565,x,f,e,t,n,f,c,b,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d
2566,x,f,g,f,f,f,c,b,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
2567,x,y,e,t,n,f,c,b,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d
2568,f,f,g,t,n,f,c,b,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d
2569,f,y,e,t,n,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d
2570,x,f,e,t,n,f,c,b,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d
2571,x,f,g,f,f,f,c,b,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g
2572,x,y,n,t,n,f,c,b,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d
2573,x,y,n,t,n,f,c,b,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d
2574,x,y,n,t,n,f,c,b,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d
2575,x,y,n,t,n,f,c,b,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d
2576,x,y,g,t,n,f,c,b,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d
2577,x,y,n,t,n,f,c,b,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d
2578,x,f,g,t,n,f,c,b,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d
2579,x,y,e,t,n,f,c,b,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d
2580,x,y,e,t,n,f,c,b,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d
2581,x,y,g,t,n,f,c,b,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d
2582,f,f,e,t,n,f,c,b,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d
2583,f,f,n,t,n,f,c,b,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d
2584,f,f,n,t,n,f,c,b,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d
2585,x,y,g,t,n,f,c,b,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d
2586,x,y,g,t,n,f,c,b,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d
2587,x,f,e,t,n,f,c,b,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d
2588,f,f,n,t,n,f,c,b,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d
2589,f,f,n,t,n,f,c,b,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d
2590,x,y,e,t,n,f,c,b,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d
2591,x,y,n,t,n,f,c,b,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d
2592,f,f,n,t,n,f,c,b,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d
2593,f,f,n,t,n,f,c,b,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d
2594,x,f,g,f,f,f,c,b,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p
2595,x,f,g,t,n,f,c,b,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d
2596,x,y,n,t,n,f,c,b,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d
2597,x,f,g,t,n,f,c,b,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d
2598,x,f,g,t,n,f,c,b,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d
2599,x,y,g,t,n,f,c,b,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d
2600,f,f,n,t,n,f,c,b,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d
2601,f,f,g,t,n,f,c,b,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d
2602,x,y,n,t,n,f,c,b,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d
2603,x,f,e,t,n,f,c,b,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d
2604,f,f,n,t,n,f,c,b,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d
2605,x,f,g,f,f,f,c,b,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p
2606,x,f,e,t,n,f,c,b,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d
2607,f,f,n,t,n,f,c,b,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d
2608,x,f,e,t,n,f,c,b,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d
2609,x,f,e,t,n,f,c,b,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d
2610,x,y,e,t,n,f,c,b,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d
2611,f,y,g,t,n,f,c,b,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d
2612,f,f,n,t,n,f,c,b,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d
2613,x,f,g,t,n,f,c,b,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d
2614,f,f,g,t,n,f,c,b,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d
2615,x,y,n,t,n,f,c,b,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d
2616,x,y,g,t,n,f,c,b,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d
2617,x,y,g,t,n,f,c,b,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d
2618,x,f,n,t,n,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d
2619,x,y,e,t,n,f,c,b,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d
2620,f,f,n,t,n,f,c,b,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d
2621,x,y,e,t,n,f,c,b,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d
2622,x,f,n,t,n,f,c,b,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d
2623,f,f,n,t,n,f,c,b,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d
2624,x,y,e,t,n,f,c,b,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d
2625,x,f,g,t,n,f,c,b,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d
2626,x,y,n,t,n,f,c,b,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d
2627,x,f,g,f,c,f,c,n,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d
2628,f,f,g,t,n,f,c,b,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d
2629,x,f,n,t,n,f,c,b,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d
2630,f,s,n,f,n,f,w,b,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g
2631,f,f,n,t,n,f,c,b,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d
2632,x,y,g,t,n,f,c,b,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d
2633,f,y,g,t,n,f,c,b,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d
2634,x,y,g,t,n,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d
2635,f,y,e,t,n,f,c,b,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d
2636,x,y,g,t,n,f,c,b,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d
2637,x,f,g,t,n,f,c,b,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d
2638,f,f,g,t,n,f,c,b,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d
2639,x,y,n,t,n,f,c,b,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d
2640,f,f,n,t,n,f,c,b,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d
2641,x,y,e,t,n,f,c,b,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d
2642,x,y,e,t,n,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d
2643,f,y,n,t,n,f,c,b,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d
2644,x,y,n,t,n,f,c,b,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d
2645,x,f,g,t,n,f,c,b,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d
2646,f,f,g,t,n,f,c,b,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d
2647,f,f,w,f,n,f,w,b,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g
2648,x,y,n,t,n,f,c,b,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d
2649,x,f,g,t,n,f,c,b,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d
2650,f,y,e,t,n,f,c,b,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d
2651,x,f,e,t,n,f,c,b,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d
2652,x,y,n,t,n,f,c,b,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d
2653,f,y,n,t,n,f,c,b,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d
2654,x,y,g,t,n,f,c,b,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d
2655,f,f,n,t,n,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d
2656,x,y,e,t,n,f,c,b,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d
2657,x,y,e,t,n,f,c,b,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d
2658,x,y,e,t,n,f,c,b,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d
2659,x,f,e,t,n,f,c,b,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d
2660,x,f,e,t,n,f,c,b,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d
2661,x,f,e,t,n,f,c,b,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d
2662,f,f,n,t,n,f,c,b,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d
2663,x,f,g,t,n,f,c,b,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d
2664,x,f,g,t,n,f,c,b,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d
2665,x,y,g,t,n,f,c,b,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d
2666,x,y,n,t,n,f,c,b,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d
2667,x,f,e,t,n,f,c,b,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d
2668,x,f,e,t,n,f,c,b,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d
2669,x,f,g,t,n,f,c,b,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d
2670,x,f,e,t,n,f,c,b,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d
2671,f,f,n,t,n,f,c,b,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d
2672,x,f,e,t,n,f,c,b,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d
2673,f,f,n,t,n,f,c,b,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d
2674,f,f,n,t,n,f,c,b,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d
2675,f,f,n,t,n,f,c,b,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d
2676,x,f,g,t,n,f,c,b,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d
2677,x,f,e,t,n,f,c,b,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d
2678,x,y,e,t,n,f,c,b,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d
2679,f,f,g,t,n,f,c,b,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d
2680,f,f,n,t,n,f,c,b,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d
2681,x,y,n,t,n,f,c,b,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d
2682,f,f,n,t,n,f,c,b,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d
2683,x,f,p,f,c,f,c,n,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d
2684,x,f,e,t,n,f,c,b,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d
2685,x,f,n,t,n,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d
2686,x,y,e,t,n,f,c,b,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d
2687,f,f,n,t,n,f,c,b,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d
2688,f,f,n,t,n,f,c,b,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d
2689,x,y,g,t,n,f,c,b,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d
2690,f,s,n,f,n,f,w,b,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g
2691,x,y,g,t,n,f,c,b,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d
2692,x,y,n,t,n,f,c,b,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d
2693,x,y,n,t,n,f,c,b,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d
2694,f,f,g,t,n,f,c,b,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d
2695,x,f,e,t,n,f,c,b,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d
2696,f,f,n,t,n,f,c,b,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d
2697,x,f,g,f,f,f,c,b,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g
2698,x,y,e,t,n,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d
2699,x,f,g,t,n,f,c,b,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d
2700,x,f,e,t,n,f,c,b,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d
2701,x,f,e,t,n,f,c,b,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d
2702,x,y,e,t,n,f,c,b,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d
2703,f,f,n,t,n,f,c,b,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d
2704,f,f,n,t,n,f,c,b,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d
2705,x,y,n,t,n,f,c,b,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d
2706,x,f,e,t,n,f,c,b,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d
2707,x,y,e,t,n,f,c,b,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d
2708,x,y,n,t,n,f,c,b,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d
2709,x,y,g,t,n,f,c,b,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d
2710,x,y,n,t,n,f,c,b,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d
2711,x,y,e,t,n,f,c,b,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d
2712,x,f,e,t,n,f,c,b,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d
2713,x,f,e,t,n,f,c,b,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d
2714,x,y,e,t,n,f,c,b,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d
2715,x,y,n,t,n,f,c,b,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d
2716,x,f,e,t,n,f,c,b,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d
2717,f,f,e,t,n,f,c,b,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d
2718,f,f,n,t,n,f,c,b,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d
2719,x,y,e,t,n,f,c,b,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d
2720,x,f,n,t,n,f,c,b,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d
2721,x,y,e,t,n,f,c,b,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d
2722,f,f,g,t,n,f,c,b,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d
2723,x,y,n,t,n,f,c,b,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d
2724,f,y,e,t,n,f,c,b,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d
2725,x,y,n,t,n,f,c,b,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d
2726,x,y,e,t,n,f,c,b,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d
2727,x,y,g,t,n,f,c,b,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d
2728,f,y,g,t,n,f,c,b,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d
2729,x,y,n,t,n,f,c,b,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d
2730,x,s,g,f,n,f,w,b,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g
2731,f,f,n,t,n,f,c,b,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d
2732,x,y,g,t,n,f,c,b,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d
2733,x,y,g,t,n,f,c,b,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d
2734,x,f,n,t,n,f,c,b,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d
2735,x,f,e,t,n,f,c,b,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d
2736,x,y,e,t,n,f,c,b,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d
2737,x,y,n,t,n,f,c,b,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d
2738,x,f,e,t,n,f,c,b,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d
2739,x,y,e,t,n,f,c,b,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d
2740,x,y,n,t,n,f,c,b,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d
2741,f,f,g,t,n,f,c,b,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d
2742,x,f,e,t,n,f,c,b,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d
2743,f,y,n,t,n,f,c,b,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d
2744,x,y,n,t,n,f,c,b,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d
2745,x,f,e,t,n,f,c,b,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d
2746,x,f,g,t,n,f,c,b,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d
2747,x,y,n,t,n,f,c,b,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d
2748,x,y,g,t,n,f,c,b,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d
2749,x,f,g,f,c,f,c,n,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d
2750,x,y,n,t,n,f,c,b,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d
2751,x,f,g,t,n,f,c,b,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d
2752,x,y,n,t,n,f,c,b,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d
2753,x,y,g,t,n,f,c,b,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d
2754,x,y,n,t,n,f,c,b,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d
2755,f,f,n,t,n,f,c,b,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d
2756,f,f,n,t,n,f,c,b,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d
2757,x,y,n,t,n,f,c,b,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d
2758,f,f,n,t,n,f,c,b,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d
2759,f,f,n,t,n,f,c,b,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d
2760,f,y,g,t,n,f,c,b,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d
2761,x,f,g,t,n,f,c,b,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d
2762,x,y,g,t,n,f,c,b,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d
2763,x,y,g,t,n,f,c,b,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d
2764,f,f,n,t,n,f,c,b,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d
2765,x,f,g,t,n,f,c,b,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d
2766,x,f,g,f,f,f,c,b,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d
2767,f,f,n,t,n,f,c,b,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d
2768,x,y,g,t,n,f,c,b,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d
2769,x,f,g,t,n,f,c,b,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d
2770,x,f,g,f,f,f,c,b,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d
2771,f,f,n,t,n,f,c,b,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d
2772,x,y,e,t,n,f,c,b,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d
2773,x,y,n,t,n,f,c,b,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d
2774,x,f,e,t,n,f,c,b,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d
2775,x,f,e,t,n,f,c,b,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d
2776,x,y,n,t,n,f,c,b,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d
2777,f,f,n,t,n,f,c,b,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d
2778,x,f,e,t,n,f,c,b,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d
2779,x,f,g,t,n,f,c,b,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d
2780,f,f,n,t,n,f,c,b,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d
2781,x,y,e,t,n,f,c,b,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d
2782,x,f,g,t,n,f,c,b,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d
2783,f,f,g,t,n,f,c,b,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d
2784,f,f,g,t,n,f,c,b,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d
2785,f,f,n,t,n,f,c,b,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d
2786,x,f,n,t,n,f,c,b,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d
2787,x,y,e,t,n,f,c,b,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d
2788,f,s,g,f,n,f,w,b,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g
2789,x,y,e,t,n,f,c,b,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d
2790,f,f,g,t,n,f,c,b,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d
2791,x,y,e,t,n,f,c,b,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d
2792,x,f,g,t,n,f,c,b,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d
2793,f,f,n,t,n,f,c,b,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d
2794,x,f,e,t,n,f,c,b,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d
2795,x,f,e,t,n,f,c,b,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d
2796,x,f,g,t,n,f,c,b,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d
2797,x,f,w,f,c,f,w,n,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d
2798,x,y,e,t,n,f,c,b,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d
2799,x,f,e,t,n,f,c,b,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d
2800,x,y,n,t,n,f,c,b,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d
2801,f,f,w,f,n,f,w,b,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g
2802,x,f,g,t,n,f,c,b,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d
2803,f,f,g,t,n,f,c,b,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d
2804,x,f,g,t,n,f,c,b,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d
2805,f,y,e,t,n,f,c,b,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d
2806,x,f,e,t,n,f,c,b,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d
2807,x,y,n,t,n,f,c,b,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d
2808,x,y,e,t,n,f,c,b,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d
2809,x,f,e,t,n,f,c,b,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d
2810,f,y,e,t,n,f,c,b,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d
2811,f,f,n,t,n,f,c,b,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d
2812,x,y,g,t,n,f,c,b,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d
2813,x,y,g,t,n,f,c,b,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d
2814,x,f,g,t,n,f,c,b,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d
2815,x,f,e,t,n,f,c,b,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d
2816,x,f,n,t,n,f,c,b,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d
2817,f,f,n,f,n,f,w,b,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g
2818,x,f,e,t,n,f,c,b,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d
2819,x,y,g,t,n,f,c,b,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d
2820,x,y,n,t,n,f,c,b,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d
2821,x,f,g,t,n,f,c,b,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d
2822,x,y,e,t,n,f,c,b,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d
2823,f,f,n,t,n,f,c,b,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d
2824,x,y,g,t,n,f,c,b,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d
2825,f,f,g,t,n,f,c,b,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d
2826,x,f,e,t,n,f,c,b,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d
2827,f,f,n,t,n,f,c,b,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d
2828,x,y,g,t,n,f,c,b,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d
2829,x,y,n,t,n,f,c,b,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d
2830,x,y,e,t,n,f,c,b,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d
2831,x,f,e,t,n,f,c,b,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d
2832,x,f,n,t,n,f,c,b,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d
2833,f,f,n,t,n,f,c,b,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d
2834,x,y,g,t,n,f,c,b,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d
2835,x,f,e,t,n,f,c,b,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d
2836,f,f,n,t,n,f,c,b,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d
2837,f,f,n,t,n,f,c,b,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d
